fighter_a,fighter_b,a_kd,b_kd,a_sig_str_landed,a_sig_str_att,b_sig_str_landed,b_sig_str_att,a_total_str_landed,a_total_str_att,b_total_str_landed,b_total_str_att,a_td_landed,a_td_att,b_td_landed,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,a_head_landed,a_head_att,b_head_landed,b_head_att,a_body_landed,a_body_att,b_body_landed,b_body_att,a_leg_landed,a_leg_att,b_leg_landed,b_leg_att,a_dist_landed,a_dist_att,b_dist_landed,b_dist_att,a_clinch_landed,a_clinch_att,b_clinch_landed,b_clinch_att,a_ground_landed,a_ground_att,b_ground_landed,b_ground_att,fight_url
Merab Dvalishvili,Petr Yan,0,0,22,68,17,32,40,87,23,38,0,8,0,0,0,0,0,0,93,0,16,60,15,30,4,6,1,1,2,2,1,1,18,63,17,31,4,5,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/4a0db214d9721d6e
Alexandre Pantoja,Joshua Van,0,0,6,11,2,4,6,11,2,4,0,0,0,0,0,0,0,0,0,0,4,8,2,4,1,1,0,0,1,2,0,0,5,10,2,3,1,1,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/dfa692db6d39330c
Brandon Moreno,Tatsuro Taira,0,0,2,4,2,9,2,4,18,25,0,0,0,1,1,0,0,1,5,213,2,4,1,7,0,0,1,1,0,0,0,1,0,2,0,4,0,0,1,3,2,2,1,2,http://www.ufcstats.com/fight-details/fbbb9e72900b71f5
Henry Cejudo,Payton Talbott,0,0,22,44,40,57,26,49,50,67,0,2,2,2,0,0,0,0,0,97,11,28,28,45,1,2,7,7,10,14,5,5,18,39,29,46,2,3,4,4,2,2,7,7,http://www.ufcstats.com/fight-details/1dc29f4c6fcdd356
Jan Blachowicz,Bogdan Guskov,0,0,25,52,21,44,25,52,21,44,0,0,0,0,0,0,0,0,0,0,13,35,10,32,3,6,2,3,9,11,9,9,25,52,21,44,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6d6ab10cbaa45e8c
Grant Dawson,Manuel Torres,0,1,8,21,9,17,8,21,9,17,0,2,0,0,0,0,0,0,0,4,4,13,5,12,2,4,4,5,2,4,0,0,8,21,8,12,0,0,0,0,0,0,1,5,http://www.ufcstats.com/fight-details/c797b58d85c840a4
Terrance McKinney,Chris Duncan,0,1,31,57,38,55,31,57,53,75,0,0,1,2,0,1,0,0,0,70,26,50,36,51,5,7,2,3,0,0,0,1,24,45,10,20,6,11,6,8,1,1,22,27,http://www.ufcstats.com/fight-details/b3d2ac2244e4f791
Maycee Barber,Karine Silva,0,0,15,31,8,18,20,37,14,25,0,0,1,1,0,0,1,0,21,169,13,26,1,10,0,3,1,1,2,2,6,7,11,23,8,16,0,0,0,1,4,8,0,1,http://www.ufcstats.com/fight-details/2417cc7bc1eea75b
Nazim Sadykhov,Fares Ziam,0,0,0,1,8,10,3,6,49,53,0,1,1,2,0,1,0,0,22,262,0,1,3,4,0,0,2,2,0,0,3,4,0,1,2,2,0,0,3,4,0,0,3,4,http://www.ufcstats.com/fight-details/10a57b983e59f727
Marvin Vettori,Brunno Ferreira,0,0,27,49,25,47,28,50,25,47,0,2,0,1,0,0,0,0,4,2,22,44,18,40,0,0,3,3,5,5,4,4,27,48,25,45,0,1,0,0,0,0,0,2,http://www.ufcstats.com/fight-details/3c683da1924b6c44
Edson Barboza,Jalin Turner,0,2,10,20,39,66,10,20,43,73,0,0,0,0,0,0,1,0,7,38,4,14,29,55,4,4,8,9,2,2,2,2,10,19,33,53,0,1,5,10,0,0,1,3,http://www.ufcstats.com/fight-details/7af407397532f7cf
Iwo Baraniewski,Ibo Aslan,2,1,22,32,30,53,28,39,31,54,0,1,0,1,0,0,0,0,11,6,18,27,29,47,3,4,0,4,1,1,1,2,6,14,19,35,6,6,11,18,10,12,0,0,http://www.ufcstats.com/fight-details/ea660db65bfa998f
Mansur Abdul-Malik,Antonio Trocoli,0,0,2,4,3,6,2,4,3,6,1,1,0,1,1,0,0,0,42,0,2,4,2,4,0,0,0,1,0,0,1,1,1,3,3,6,0,0,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/964ea1777695851b
Muhammad Naimov,Mairon Santos,0,0,11,18,7,15,20,30,15,23,0,2,0,0,0,0,0,0,60,19,3,9,2,9,5,5,3,4,3,4,2,2,8,14,6,14,3,4,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/40fa4f8b4b93884e
Arman Tsarukyan,Dan Hooker,0,0,19,30,5,20,32,45,9,25,1,3,0,0,0,1,0,0,196,10,12,22,2,13,2,3,2,6,5,5,1,1,15,26,4,17,2,2,1,3,2,2,0,0,http://www.ufcstats.com/fight-details/5f5b626e67529056
Belal Muhammad,Ian Machado Garry,0,0,24,57,27,53,30,69,31,57,0,1,0,0,0,0,0,0,40,0,17,49,14,36,5,5,2,5,2,3,11,12,23,55,27,53,1,2,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/b2218930b982d9b6
Volkan Oezdemir,Alonzo Menifield,1,0,13,35,2,7,14,37,2,7,0,0,0,0,0,0,0,0,0,0,12,33,1,5,0,1,1,2,1,1,0,0,13,35,2,7,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/870d374f8d9af65a
Jack Hermansson,Myktybek Orolbai,0,1,19,38,15,33,19,38,15,33,0,0,0,0,0,0,0,0,0,3,9,25,9,25,5,8,3,5,5,5,3,3,17,36,13,31,2,2,1,1,0,0,1,1,http://www.ufcstats.com/fight-details/8ed609d80e135d94
Waldo Cortes Acosta,Shamil Gaziev,2,0,10,21,6,15,15,26,6,15,0,0,0,0,0,0,0,0,8,0,8,19,4,13,1,1,1,1,1,1,1,1,9,18,6,15,0,1,0,0,1,2,0,0,http://www.ufcstats.com/fight-details/e8307c7686c42d8c
Tagir Ulanbekov,Kyoji Horiguchi,0,0,5,24,16,25,5,25,36,45,1,1,0,1,0,0,0,0,85,0,3,16,7,14,1,7,2,2,1,1,7,9,5,23,16,25,0,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/00ee51bba08b7a08
Bogdan Grad,Luke Riley,0,0,6,9,3,7,16,20,8,15,4,7,0,0,0,0,0,0,235,0,6,9,1,5,0,0,0,0,0,0,2,2,0,1,2,6,2,2,1,1,4,6,0,0,http://www.ufcstats.com/fight-details/5e6a74db89f5410c
Nicolas Dalby,Saygid Izagakhmaev,0,0,5,15,7,12,28,47,42,52,0,1,1,2,0,0,0,0,186,53,0,6,3,7,0,3,4,4,5,6,0,1,3,12,1,5,2,3,4,4,0,0,2,3,http://www.ufcstats.com/fight-details/c49485cedb878cf0
Alex Perez,Asu Almabayev,0,0,18,60,20,45,40,82,20,45,0,0,1,3,0,0,0,0,0,58,2,32,12,37,9,16,6,6,7,12,2,2,18,58,17,41,0,2,3,4,0,0,0,0,http://www.ufcstats.com/fight-details/443f30a4a856584a
Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,0,6,10,0,1,11,16,0,1,1,1,0,0,1,0,0,0,24,0,6,10,0,1,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,3,6,0,0,http://www.ufcstats.com/fight-details/f5564a9eeebd4ea0
Bekzat Almakhan,Aleksandre Topuria,0,0,12,39,17,28,14,41,23,34,0,0,1,1,0,0,0,0,0,40,6,31,15,23,4,6,1,4,2,2,1,1,11,37,14,25,1,1,1,1,0,1,2,2,http://www.ufcstats.com/fight-details/6f0231915cc28507
Ismail Naurdiev,Ryan Loder,1,0,3,6,1,4,3,6,1,4,0,0,0,0,0,0,0,0,2,0,2,5,1,4,1,1,0,0,0,0,0,0,3,6,1,4,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/335064c3380e2f10
Nurullo Aliev,Shem Rock,0,0,28,53,12,29,29,56,13,31,0,1,0,2,0,0,0,0,30,0,20,42,2,15,7,8,6,10,1,3,4,4,25,47,10,27,3,6,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/46f81d5ecd974c1c
Marek Bujlo,Denzel Freeman,0,0,14,26,13,22,14,26,13,22,0,0,0,0,0,0,0,0,0,0,1,2,5,11,4,8,2,4,9,16,6,7,14,26,13,22,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/9027e156c6f1988a
Jack Della Maddalena,Islam Makhachev,0,0,4,18,3,8,11,26,20,36,0,0,1,1,0,0,0,0,0,232,3,14,0,5,1,2,0,0,0,2,3,3,4,18,3,7,0,0,0,0,0,0,0,1,http://www.ufcstats.com/fight-details/856f6ee049373843
Valentina Shevchenko,Zhang Weili,0,0,8,13,7,17,21,26,15,25,1,1,0,1,0,0,0,0,150,23,4,8,4,12,2,3,2,3,2,2,1,2,6,8,5,14,2,5,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/7606f6b6c19f2d73
Sean Brady,Michael Morales,0,1,8,22,24,52,8,22,24,52,0,1,0,0,0,0,0,0,0,2,5,15,24,50,0,0,0,1,3,7,0,1,8,22,21,47,0,0,0,1,0,0,3,4,http://www.ufcstats.com/fight-details/477af74ea3cbba8b
Leon Edwards,Carlos Prates,0,0,7,10,9,17,20,23,12,20,2,3,0,0,0,0,0,0,180,0,2,4,2,8,0,0,1,2,5,6,6,7,6,9,8,16,1,1,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/3c60884853766487
Beneil Dariush,Benoit Saint Denis,0,1,3,5,3,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,1,0,0,2,2,0,0,2,4,0,1,1,1,2,3,0,0,1,1,http://www.ufcstats.com/fight-details/9b5f190cd3f5ce16
Bo Nickal,Rodolfo Vieira,0,0,28,46,7,19,37,60,11,23,2,2,0,2,1,0,0,0,65,32,22,38,2,10,4,5,1,3,2,3,4,6,16,29,6,18,6,8,1,1,6,9,0,0,http://www.ufcstats.com/fight-details/292b83afa418635f
Roman Kopylov,Gregory Rodrigues,0,0,9,16,20,35,11,19,20,35,1,1,0,2,0,0,0,0,31,0,2,5,12,25,2,6,7,9,5,5,1,1,9,15,19,34,0,0,1,1,0,1,0,0,http://www.ufcstats.com/fight-details/ebb012c5f3fd0cbb
Erin Blanchfield,Tracy Cortez,0,0,43,92,32,76,43,92,33,77,0,0,0,1,0,0,0,0,0,0,32,80,25,64,5,6,4,9,6,6,3,3,42,91,31,72,1,1,1,4,0,0,0,0,http://www.ufcstats.com/fight-details/909cd8633507a0c8
Malcolm Wellmaker,Ethyn Ewing,0,0,21,27,12,29,24,30,18,36,0,2,1,1,0,0,0,0,20,26,7,11,8,25,12,13,1,1,2,3,3,3,11,15,7,20,10,12,5,9,0,0,0,0,http://www.ufcstats.com/fight-details/e313286b307334a7
Kyle Daukaus,Gerald Meerschaert,1,0,8,11,0,2,8,11,0,2,0,0,0,0,1,0,0,0,17,0,8,10,0,2,0,0,0,0,0,1,0,0,4,7,0,2,0,0,0,0,4,4,0,0,http://www.ufcstats.com/fight-details/9bbdc2a2ab334541
Pat Sabatini,Chepe Mariscal,0,0,4,11,1,4,8,15,5,9,2,2,0,0,0,0,0,1,159,33,3,7,1,4,1,4,0,0,0,0,0,0,3,10,1,4,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/e3cbd663732f4a98
Angela Hill,Fatima Kline,0,0,9,26,25,44,14,37,42,62,0,0,2,2,0,0,0,0,10,181,5,17,20,37,1,6,4,5,3,3,1,2,7,23,13,25,2,3,3,6,0,0,9,13,http://www.ufcstats.com/fight-details/6c2c6a6e3f4d04db
Baisangur Susurkaev,Eric McConico,0,0,13,17,17,29,52,58,36,54,2,5,0,0,0,0,0,0,139,97,3,6,9,21,5,6,5,5,5,5,3,3,7,10,9,21,6,7,8,8,0,0,0,0,http://www.ufcstats.com/fight-details/c037cf1f7b429d5e
Viacheslav Borshchev,Matheus Camilo,0,0,9,41,12,30,11,43,17,35,0,0,2,3,0,0,0,0,0,47,5,30,9,25,3,7,1,1,1,4,2,4,9,41,12,30,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/1a5378e32e8519ef
Gabriel Bonfim,Randy Brown,0,0,24,43,19,61,24,43,19,61,0,0,0,0,0,0,0,0,0,0,6,21,7,33,0,0,3,14,18,22,9,14,23,42,19,61,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/4e224ebb6394611d
Matt Schnell,Joseph Morales,0,0,4,11,5,11,5,12,12,18,1,1,0,0,0,1,1,1,15,72,1,8,4,10,2,2,0,0,1,1,1,1,4,11,2,7,0,0,0,0,0,0,3,4,http://www.ufcstats.com/fight-details/f7e9bd2d6f81aeae
Muslim Salikhov,Uros Medic,0,1,2,5,8,13,2,5,9,14,0,0,0,0,0,0,0,0,0,5,0,1,5,9,0,1,3,3,2,3,0,1,2,5,5,9,0,0,0,0,0,0,3,4,http://www.ufcstats.com/fight-details/b23fa678cc65cf5b
Chris Padilla,Ismael Bonfim,0,0,17,31,14,28,38,53,18,32,0,0,1,2,0,0,0,0,143,8,8,13,9,23,4,6,4,4,5,12,1,1,15,29,14,28,2,2,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/20971ed9a842b0cb
Christian Leroy Duncan,Marco Tulio,0,0,8,18,8,17,13,26,15,25,1,1,2,4,0,0,0,0,61,151,3,8,2,9,1,4,1,2,4,6,5,6,7,17,6,13,0,0,2,4,1,1,0,0,http://www.ufcstats.com/fight-details/ac4343150638b635
Hyder Amil,Jamall Emmers,0,0,33,90,28,65,37,95,28,65,0,1,2,2,0,0,0,0,17,25,19,67,17,49,6,11,11,15,8,12,0,1,31,86,27,63,2,4,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/e3d657dd88864ba7
Ricky Simon,Raoni Barcelos,0,0,24,52,16,33,34,62,19,39,0,2,1,3,0,0,1,0,45,9,20,46,9,26,4,6,3,3,0,0,4,4,16,42,15,31,2,3,1,2,6,7,0,0,http://www.ufcstats.com/fight-details/c6d56aad93f98249
Mayra Bueno Silva,Jacqueline Cavalcanti,0,0,9,24,21,40,11,26,21,40,0,1,0,0,0,0,0,0,57,1,1,11,6,21,2,7,5,7,6,6,10,12,8,23,20,38,1,1,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/80eae31bc0a94a65
Josh Hokit,Max Gimenis,2,0,9,17,3,7,11,19,3,7,0,0,0,0,0,0,0,0,8,0,9,17,0,4,0,0,1,1,0,0,2,2,7,15,3,6,1,1,0,1,1,1,0,0,http://www.ufcstats.com/fight-details/87dcb3eab20f6ac1
Tecia Pennington,Denise Gomes,0,0,22,51,25,61,34,65,26,62,0,1,1,3,0,0,0,0,8,10,7,21,11,37,4,12,6,14,11,18,8,10,22,50,24,58,0,1,1,3,0,0,0,0,http://www.ufcstats.com/fight-details/9126633d921afb57
Miles Johns,Daniel Marcos,0,0,8,20,12,21,13,25,25,35,0,1,1,1,0,0,0,0,79,96,4,16,5,13,1,1,5,6,3,3,2,2,8,17,3,12,0,3,9,9,0,0,0,0,http://www.ufcstats.com/fight-details/238c274c90587e21
Zach Reese,Jackson McVey,0,0,31,40,53,67,61,74,65,79,1,1,0,0,0,0,0,1,58,143,21,30,26,34,5,5,26,32,5,5,1,1,14,18,8,16,16,21,45,51,1,1,0,0,http://www.ufcstats.com/fight-details/84b66bf7fba2d59d
Steve Garcia,David Onama,1,0,33,62,2,16,43,72,2,16,0,0,0,0,0,0,0,0,4,0,28,56,1,14,5,6,0,1,0,0,1,1,26,52,2,16,5,7,0,0,2,3,0,0,http://www.ufcstats.com/fight-details/747d922b329b7f30
Waldo Cortes Acosta,Ante Delija,1,0,12,17,16,36,18,24,18,38,0,0,0,1,0,0,0,0,97,25,9,11,13,33,2,5,2,2,1,1,1,1,4,8,15,33,2,3,1,3,6,6,0,0,http://www.ufcstats.com/fight-details/9d9390b550d77e06
Jeremiah Wells,Themba Gorimbo,0,0,1,3,4,4,2,5,29,34,1,2,4,6,0,0,0,0,57,216,1,3,0,0,0,0,4,4,0,0,0,0,1,3,1,1,0,0,1,1,0,0,2,2,http://www.ufcstats.com/fight-details/b0f68344e01884ff
Isaac Dulgarian,Yadier del Valle,0,0,0,1,1,1,3,6,28,43,0,1,0,0,0,3,0,0,16,176,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/767b78b67c7da17c
Charles Radtke,Daniel Frunza,0,0,9,14,3,10,60,87,14,29,1,1,0,0,1,0,0,0,223,0,7,11,3,5,0,0,0,1,2,3,0,4,3,7,3,10,0,0,0,0,6,7,0,0,http://www.ufcstats.com/fight-details/71c8ca7442bcb757
Allan Nascimento,Cody Durden,0,0,26,58,36,73,26,58,36,73,0,1,1,2,0,0,0,0,0,3,7,31,28,61,3,9,5,8,16,18,3,4,25,57,36,73,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/f41c2c82d5117230
Billy Elekana,Kevin Christian,1,0,17,23,14,17,19,25,14,17,0,0,0,0,1,0,0,0,21,0,11,15,0,3,2,2,6,6,4,6,8,8,8,12,14,17,0,0,0,0,9,11,0,0,http://www.ufcstats.com/fight-details/f063bcccbbb9edc5
Timmy Cuamba,ChangHo Lee,0,0,0,1,1,1,2,3,49,90,0,0,2,3,0,0,0,0,0,292,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/58f6248da3cdf3ce
Donte Johnson,Sedriques Dumas,0,0,9,17,3,10,11,19,10,17,2,2,1,3,0,0,0,0,113,123,8,16,0,6,0,0,2,3,1,1,1,1,2,9,1,8,6,7,2,2,1,1,0,0,http://www.ufcstats.com/fight-details/c245be6698c1e378
Ketlen Vieira,Norma Dumont,0,0,7,23,17,23,7,23,25,31,1,2,0,0,1,0,0,0,96,0,1,13,5,10,1,4,2,3,5,6,10,10,7,23,17,23,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/760150e9951e65fa
Alice Ardelean,Montserrat Conejo Ruiz,0,0,35,91,27,103,36,92,28,106,0,1,0,1,0,0,0,0,15,14,25,81,19,89,2,2,1,3,8,8,7,11,35,91,26,101,0,0,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/32927d50acedb507
Phil Rowe,Seokhyeon Ko,0,0,1,1,13,15,1,1,36,45,0,0,2,2,0,0,0,0,0,270,0,0,11,13,0,0,0,0,1,1,2,2,1,1,3,3,0,0,0,0,0,0,10,12,http://www.ufcstats.com/fight-details/e6031b5937294176
Talita Alencar,Ariane Carnelossi,0,0,18,30,1,17,26,38,24,43,2,4,0,0,0,0,0,0,111,99,9,18,1,17,8,10,0,0,1,2,0,0,5,12,1,14,9,9,0,3,4,9,0,0,http://www.ufcstats.com/fight-details/7add5901fac6ab82
Tom Aspinall,Ciryl Gane,0,0,27,39,30,40,27,39,30,40,0,1,0,0,0,0,0,0,0,0,14,25,8,16,5,6,9,11,8,8,13,13,27,39,30,40,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6390c8e74630473e
Virna Jandiroba,Mackenzie Dern,0,0,27,45,20,36,41,60,38,58,2,3,0,0,0,0,0,0,117,29,9,25,12,27,13,15,4,5,5,5,4,4,18,36,16,30,8,8,2,3,1,1,2,3,http://www.ufcstats.com/fight-details/7d3da3c4153717de
Umar Nurmagomedov,Mario Bautista,0,0,5,6,1,1,32,34,8,8,2,2,0,0,0,1,0,0,277,0,5,6,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,6,0,0,http://www.ufcstats.com/fight-details/e69f9b4b9cae12a4
Alexander Volkov,Jailton Almeida,0,0,15,15,0,0,38,38,1,1,0,0,1,2,0,0,1,0,134,158,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,http://www.ufcstats.com/fight-details/b42a3386a7dccb3d
Aleksandar Rakic,Azamat Murzakanov,0,1,9,14,3,8,13,18,4,9,0,2,0,0,0,0,0,0,36,2,0,3,1,6,3,4,2,2,6,7,0,0,8,13,2,7,1,1,0,0,0,0,1,1,http://www.ufcstats.com/fight-details/ef12d2aaaadaf6d0
Nasrat Haqparast,Quillan Salkilld,0,1,10,13,14,36,10,13,14,36,0,0,0,4,0,0,0,0,0,0,7,10,6,24,2,2,7,10,1,1,1,2,9,12,14,35,1,1,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/cb902d73389ed34b
Ikram Aliskerov,JunYong Park,0,0,35,46,17,43,37,48,18,44,2,2,0,0,0,0,0,0,36,0,17,25,13,37,14,14,2,3,4,7,2,3,33,44,17,43,1,1,0,0,1,1,0,0,http://www.ufcstats.com/fight-details/0230a9dd2739add4
Ludovit Klein,Mateusz Rebecki,0,0,25,45,21,50,25,45,21,50,0,0,0,5,0,0,0,0,0,47,22,42,11,40,2,2,6,6,1,1,4,4,25,45,19,48,0,0,2,2,0,0,0,0,http://www.ufcstats.com/fight-details/e9c034cec33b3479
Valter Walker,Louie Sutherland,0,0,5,5,3,5,7,7,3,5,1,1,0,0,1,0,0,0,31,0,0,0,1,1,2,2,0,2,3,3,2,2,5,5,3,5,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/f2c2a49fed32bd75
Nathaniel Wood,Jose Delgado,1,1,24,59,68,111,25,60,75,118,0,0,0,0,0,0,0,0,3,54,15,43,48,88,2,2,16,19,7,14,4,4,19,50,43,80,2,4,5,5,3,5,20,26,http://www.ufcstats.com/fight-details/bd7394f07247d9ca
Hamdy Abdelwahab,Chris Barnett,0,0,41,58,8,16,47,64,8,17,4,6,0,0,0,0,0,0,183,0,35,51,3,11,5,6,4,4,1,1,1,1,10,16,5,12,6,6,3,4,25,36,0,0,http://www.ufcstats.com/fight-details/3fdb4c4b39218cf4
Azat Maksum,Mitch Raposo,0,0,4,27,4,18,9,33,8,24,1,2,0,0,0,0,0,0,138,0,1,22,2,14,0,1,2,4,3,4,0,0,3,25,4,18,1,2,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/22dd728012944f0a
Jaqueline Amorim,Mizuki,0,0,12,31,15,32,16,36,34,53,2,2,0,0,1,0,0,1,87,67,8,17,15,32,0,9,0,0,4,5,0,0,7,26,5,20,0,0,0,0,5,5,10,12,http://www.ufcstats.com/fight-details/ef1519c8c1d20977
Reinier de Ridder,Brendan Allen,0,0,3,4,2,2,40,47,6,9,1,3,0,0,0,0,0,1,244,32,1,1,0,0,2,3,2,2,0,0,0,0,1,2,0,0,1,1,2,2,1,1,0,0,http://www.ufcstats.com/fight-details/d61373d9fdf01a12
Kevin Holland,Mike Malott,0,0,9,31,12,29,22,45,13,33,1,1,0,2,0,0,0,1,27,30,3,22,8,20,3,5,1,3,3,4,3,6,8,26,11,28,1,4,1,1,0,1,0,0,http://www.ufcstats.com/fight-details/cdd565a16975c711
Marlon Vera,Aiemann Zahabi,0,0,11,40,20,37,11,40,20,37,0,0,0,0,0,0,0,0,0,0,3,25,11,26,4,9,5,7,4,6,4,4,11,40,19,36,0,0,1,1,0,0,0,0,http://www.ufcstats.com/fight-details/857d274e47aa8c4e
Manon Fiorot,Jasmine Jasudavicius,0,0,16,27,2,14,17,28,2,14,0,0,0,0,0,0,0,0,6,0,16,26,2,14,0,1,0,0,0,0,0,0,8,16,2,14,0,2,0,0,8,9,0,0,http://www.ufcstats.com/fight-details/c82acd7b17915591
Charles Jourdain,Davey Grant,1,0,25,43,9,26,25,43,9,26,0,0,0,0,1,0,0,0,20,0,20,35,3,14,5,8,1,3,0,0,5,9,17,31,9,26,0,0,0,0,8,12,0,0,http://www.ufcstats.com/fight-details/a18edcb638ba7e39
Kyle Nelson,Matt Frevola,1,0,23,55,15,54,30,64,19,60,0,0,1,1,0,0,0,0,28,61,17,47,7,37,4,6,4,10,2,2,4,7,12,37,13,51,1,3,2,3,10,15,0,0,http://www.ufcstats.com/fight-details/3af1bdc5a510bba9
Kyle Prepolec,Drew Dober,0,0,17,66,28,58,17,66,28,58,0,0,0,0,0,0,0,0,0,0,11,53,12,40,3,7,5,7,3,6,11,11,17,66,28,58,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/ecdbb3a5216b815e
Cody Gibson,Aoriqileng,0,1,3,3,5,8,3,3,6,9,0,0,0,0,0,0,0,0,0,4,1,1,5,7,0,0,0,1,2,2,0,0,3,3,2,2,0,0,0,0,0,0,3,6,http://www.ufcstats.com/fight-details/970f083af8368f57
Bruno Silva,HyunSung Park,0,0,20,33,10,31,20,33,15,37,1,1,1,4,0,0,0,0,40,42,13,25,5,20,5,5,3,6,2,3,2,5,19,32,7,26,1,1,3,5,0,0,0,0,http://www.ufcstats.com/fight-details/668a44403a130043
Danny Barlow,Djorden Santos,0,0,32,49,27,49,32,49,27,49,0,0,0,0,0,0,0,0,0,0,8,24,17,37,5,6,5,5,19,19,5,7,32,49,27,49,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/096e00355c8c84ac
Stephanie Luciano,Ravena Oliveira,0,0,25,56,14,54,25,56,14,54,0,0,0,0,0,0,0,0,0,0,6,26,10,40,7,12,1,2,12,18,3,12,22,52,14,53,3,4,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/8d9458121f0c4b95
Azamat Bekoev,Yousri Belgaroui,0,0,10,30,37,51,11,33,41,56,3,5,0,0,0,0,0,0,133,2,7,27,25,38,1,1,7,7,2,2,5,6,9,29,35,49,1,1,1,1,0,0,1,1,http://www.ufcstats.com/fight-details/87ac0e5face106b4
Melissa Croden,Tainara Lisboa,0,0,27,57,25,56,35,66,34,66,0,0,0,1,0,0,0,0,13,64,16,41,13,43,5,7,11,12,6,9,1,1,26,53,17,48,1,4,8,8,0,0,0,0,http://www.ufcstats.com/fight-details/dec301fd5e99ca46
Charles Oliveira,Mateusz Gamrot,0,0,3,8,4,7,9,14,4,8,0,0,1,1,0,0,1,0,167,60,0,4,3,6,1,1,1,1,2,3,0,0,3,8,4,7,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/79865287be90e4be
Deiveson Figueiredo,Montel Jackson,0,0,8,13,8,20,8,14,8,20,1,3,0,0,0,0,0,0,68,0,0,4,4,14,4,4,1,2,4,5,3,4,7,12,7,18,0,0,1,2,1,1,0,0,http://www.ufcstats.com/fight-details/f295eb2a7b0ba4b7
Vicente Luque,Joel Alvarez,0,0,21,65,38,67,21,65,38,67,0,0,0,0,0,0,0,0,0,0,11,51,30,56,3,5,6,9,7,9,2,2,21,65,38,67,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/6188b7fb3f8daacc
Jhonata Diniz,Mario Pinto,0,0,1,2,12,14,4,6,37,44,0,0,2,2,0,2,1,1,9,235,0,1,11,13,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,10,12,http://www.ufcstats.com/fight-details/03377f7bf8a2d5ff
Ricardo Ramos,Kaan Ofli,0,0,1,4,1,1,1,4,1,1,0,0,1,1,3,1,0,0,0,116,1,2,0,0,0,1,0,0,0,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/2aef1a91d26dde42
Lucas Almeida,Michael Aswell Jr.,0,2,9,21,30,54,9,21,34,59,0,0,0,0,0,0,0,0,0,15,3,14,30,53,1,1,0,0,5,6,0,1,9,21,19,37,0,0,1,1,0,0,10,16,http://www.ufcstats.com/fight-details/cff0abc02974fb4a
Jafel Filho,Clayton Carpenter,0,0,5,13,7,21,28,38,12,27,1,1,0,0,1,0,1,1,143,64,1,6,2,9,0,1,3,8,4,6,2,4,4,11,5,18,1,2,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/766b0b26c40525de
